SciClops Context,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.topic,Input.main_claim,Input.main_claim_URL,Input.related_claim_1,Input.related_claim_1_URL,Input.related_claim_2,Input.related_claim_2_URL,Input.related_claim_3,Input.related_claim_3_URL,Input.related_paper_1,Input.related_paper_1_URL,Input.related_paper_2,Input.related_paper_2_URL,Input.related_paper_3,Input.related_paper_3_URL,Input.related_factcheck_1,Input.related_factcheck_1_LABEL,Input.related_factcheck_2,Input.related_factcheck_2_LABEL,Input.related_factcheck_3,Input.related_factcheck_3_LABEL,Answer.Confidence1.Confidence1,Answer.Confidence2.Confidence2,Answer.Confidence3.Confidence3,Answer.Confidence4.Confidence4,Answer.Confidence5.Confidence5,Answer.Effort0.Effort0,Answer.Effort1.Effort1,Answer.Effort2.Effort2,Answer.Effort3.Effort3,Answer.Effort4.Effort4,Answer.Effort5.Effort5,Answer.Validity+1.Validity+1,Answer.Validity+2.Validity+2,Answer.Validity-1.Validity-1,Answer.Validity-2.Validity-2,Answer.Validity0.Validity0,Answer.ValidityNA.ValidityNA,Approve,Reject
no-context,3TX9T2ZCB9I29IMISG3XZHL55YTZWW,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,3483FV8BEF0GVC2T2TMH2W869EY62V,A3LE1BIVORW3VR,Approved,Wed May 13 16:22:11 PDT 2020,Wed May 13 17:06:23 PDT 2020,Sat May 16 17:06:23 PDT 2020,Wed May 13 18:17:22 PDT 2020,,,2652,100% (6/6),100% (6/6),100% (6/6),cancer-children,"children who experience multiple traumas — including violence, abuse or a parent’s struggle with mental illness — are more likely than others to suffer heart disease, lung disease, cancer and shortened life spans as adults.",https://www.nytimes.com/2016/01/03/opinion/sunday/is-the-drive-for-success-making-our-children-sick.html,"The ACE (Adverse Childhood Experiences) Study, a continuing project of the Centers for Disease Control and Kaiser Permanente, shows that children who experience multiple traumas — including violence, abuse or a parent’s struggle with mental illness — are more likely than others to suffer heart disease, lung disease, cancer and shortened life spans as adults.",https://www.nytimes.com/2016/01/03/opinion/sunday/is-the-drive-for-success-making-our-children-sick.html,"Brain cancer: In a study of children with brain cancer compared with healthy children, researchers found that if either parent had been exposed to Roundup during the two years before the child's birth, the chances of the child developing brain cancer doubled.",https://www.ecowatch.com/15-health-problems-linked-to-monsantos-roundup-1882002128.html,"“The vast majority of providers, I think, would want to know if their patient is using medical marijuana and wouldn’t admonish patients.” Ananth published her own study in Pediatrics in December 2017 showing that at three cancer centers in states with medical marijuana laws, 30 percent of pediatric oncology providers surveyed reported receiving inquiries about medical marijuana, and 92 percent expressed willingness to help children with cancer access medical marijuana.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,"Female breast cancer incidence and survival in Utah according to religious preference, 1985–1999",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1173093/,"Optimal body weight for health and longevity: bridging basic, clinical, and population research",https://dx.doi.org/10.1111/acel.12207,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,"The Affordable Care Act says that 'at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.'",FALSE,"Under last year’s health care reform, 'a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.'",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
no-context,3TX9T2ZCB9I29IMISG3XZHL55YTZWW,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,35H6S234SBH8U9LGKCOF03BITOP65W,A3CZK6Y3LSKKIG,Approved,Wed May 13 16:22:13 PDT 2020,Wed May 13 16:22:39 PDT 2020,Sat May 16 16:22:39 PDT 2020,Wed May 13 18:17:22 PDT 2020,,,26,100% (3/3),100% (3/3),100% (3/3),cancer-children,"children who experience multiple traumas — including violence, abuse or a parent’s struggle with mental illness — are more likely than others to suffer heart disease, lung disease, cancer and shortened life spans as adults.",https://www.nytimes.com/2016/01/03/opinion/sunday/is-the-drive-for-success-making-our-children-sick.html,"The ACE (Adverse Childhood Experiences) Study, a continuing project of the Centers for Disease Control and Kaiser Permanente, shows that children who experience multiple traumas — including violence, abuse or a parent’s struggle with mental illness — are more likely than others to suffer heart disease, lung disease, cancer and shortened life spans as adults.",https://www.nytimes.com/2016/01/03/opinion/sunday/is-the-drive-for-success-making-our-children-sick.html,"Brain cancer: In a study of children with brain cancer compared with healthy children, researchers found that if either parent had been exposed to Roundup during the two years before the child's birth, the chances of the child developing brain cancer doubled.",https://www.ecowatch.com/15-health-problems-linked-to-monsantos-roundup-1882002128.html,"“The vast majority of providers, I think, would want to know if their patient is using medical marijuana and wouldn’t admonish patients.” Ananth published her own study in Pediatrics in December 2017 showing that at three cancer centers in states with medical marijuana laws, 30 percent of pediatric oncology providers surveyed reported receiving inquiries about medical marijuana, and 92 percent expressed willingness to help children with cancer access medical marijuana.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,"Female breast cancer incidence and survival in Utah according to religious preference, 1985–1999",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1173093/,"Optimal body weight for health and longevity: bridging basic, clinical, and population research",https://dx.doi.org/10.1111/acel.12207,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,"The Affordable Care Act says that 'at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.'",FALSE,"Under last year’s health care reform, 'a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.'",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
no-context,3TX9T2ZCB9I29IMISG3XZHL55YTZWW,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,3ATTHHXXWB5XPC0RSJGZPPS7VEUIXC,AITP2LUW8GPB,Approved,Wed May 13 16:22:09 PDT 2020,Wed May 13 16:25:57 PDT 2020,Sat May 16 16:25:57 PDT 2020,Wed May 13 18:17:23 PDT 2020,,,228,100% (15/15),100% (15/15),100% (15/15),cancer-children,"children who experience multiple traumas — including violence, abuse or a parent’s struggle with mental illness — are more likely than others to suffer heart disease, lung disease, cancer and shortened life spans as adults.",https://www.nytimes.com/2016/01/03/opinion/sunday/is-the-drive-for-success-making-our-children-sick.html,"The ACE (Adverse Childhood Experiences) Study, a continuing project of the Centers for Disease Control and Kaiser Permanente, shows that children who experience multiple traumas — including violence, abuse or a parent’s struggle with mental illness — are more likely than others to suffer heart disease, lung disease, cancer and shortened life spans as adults.",https://www.nytimes.com/2016/01/03/opinion/sunday/is-the-drive-for-success-making-our-children-sick.html,"Brain cancer: In a study of children with brain cancer compared with healthy children, researchers found that if either parent had been exposed to Roundup during the two years before the child's birth, the chances of the child developing brain cancer doubled.",https://www.ecowatch.com/15-health-problems-linked-to-monsantos-roundup-1882002128.html,"“The vast majority of providers, I think, would want to know if their patient is using medical marijuana and wouldn’t admonish patients.” Ananth published her own study in Pediatrics in December 2017 showing that at three cancer centers in states with medical marijuana laws, 30 percent of pediatric oncology providers surveyed reported receiving inquiries about medical marijuana, and 92 percent expressed willingness to help children with cancer access medical marijuana.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,"Female breast cancer incidence and survival in Utah according to religious preference, 1985–1999",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1173093/,"Optimal body weight for health and longevity: bridging basic, clinical, and population research",https://dx.doi.org/10.1111/acel.12207,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,"The Affordable Care Act says that 'at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.'",FALSE,"Under last year’s health care reform, 'a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.'",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
no-context,3ZFRE2BDQ9VHYIR82LZJ10ZCE0ZZXP,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,3GA6AFUKOP5LDJIT2CRQIX2OO6E3H4,A14N7TK3CEQVAE,Approved,Wed May 13 16:21:03 PDT 2020,Wed May 13 16:29:56 PDT 2020,Sat May 16 16:29:56 PDT 2020,Wed May 13 18:17:23 PDT 2020,,,533,100% (1/1),100% (1/1),100% (1/1),cancer-marijuana,marijuana-based products can treat or cure cancer.,https://gizmodo.com/the-fda-is-cracking-down-on-claims-that-weed-cures-canc-1820079760,"On Wednesday, the FDA reported that it has sent warning letters to four companies claiming that marijuana-based products can treat or cure cancer.",https://gizmodo.com/the-fda-is-cracking-down-on-claims-that-weed-cures-canc-1820079760,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,[Cannabis smoking and lung cancer].,https://www.ncbi.nlm.nih.gov/pubmed/25012035,"Unlike marijuana, medical cannabis oil cannot get you high.",TRUE,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,Anti-perspirants have been identified as the leading cause of breast cancer.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
no-context,3ZFRE2BDQ9VHYIR82LZJ10ZCE0ZZXP,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,3KOPY89HM9JH4PDJQCUBUAI31YI3J9,AE4S5RNX5K04,Approved,Wed May 13 16:21:17 PDT 2020,Wed May 13 16:23:38 PDT 2020,Sat May 16 16:23:38 PDT 2020,Wed May 13 18:17:23 PDT 2020,,,141,100% (1/1),100% (1/1),100% (1/1),cancer-marijuana,marijuana-based products can treat or cure cancer.,https://gizmodo.com/the-fda-is-cracking-down-on-claims-that-weed-cures-canc-1820079760,"On Wednesday, the FDA reported that it has sent warning letters to four companies claiming that marijuana-based products can treat or cure cancer.",https://gizmodo.com/the-fda-is-cracking-down-on-claims-that-weed-cures-canc-1820079760,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,[Cannabis smoking and lung cancer].,https://www.ncbi.nlm.nih.gov/pubmed/25012035,"Unlike marijuana, medical cannabis oil cannot get you high.",TRUE,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,Anti-perspirants have been identified as the leading cause of breast cancer.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
no-context,3ZFRE2BDQ9VHYIR82LZJ10ZCE0ZZXP,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,3MTMREQS4WZ3UUC36QS068QH94JAW7,AQA4AX0RCRPSV,Approved,Wed May 13 16:21:16 PDT 2020,Wed May 13 16:21:28 PDT 2020,Sat May 16 16:21:28 PDT 2020,Wed May 13 18:17:23 PDT 2020,,,12,100% (11/11),100% (5/5),100% (5/5),cancer-marijuana,marijuana-based products can treat or cure cancer.,https://gizmodo.com/the-fda-is-cracking-down-on-claims-that-weed-cures-canc-1820079760,"On Wednesday, the FDA reported that it has sent warning letters to four companies claiming that marijuana-based products can treat or cure cancer.",https://gizmodo.com/the-fda-is-cracking-down-on-claims-that-weed-cures-canc-1820079760,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,[Cannabis smoking and lung cancer].,https://www.ncbi.nlm.nih.gov/pubmed/25012035,"Unlike marijuana, medical cannabis oil cannot get you high.",TRUE,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,Anti-perspirants have been identified as the leading cause of breast cancer.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
no-context,3QD8LUVX4XFJR47JVXS3CWSHD1RX5G,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,3RXCAC0YIS6TEKTOUN44OEYYPST8G2,A2JP9IKRHNLRPI,Approved,Wed May 13 16:20:43 PDT 2020,Wed May 13 16:29:09 PDT 2020,Sat May 16 16:29:09 PDT 2020,Wed May 13 18:17:23 PDT 2020,,,506,100% (1/1),100% (1/1),100% (1/1),cancer-marijuana,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,MARIJUANA AND PAIN,https://www.ncbi.nlm.nih.gov/books/NBK224384/,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,"The CA-125 blood test is a reliable method of detecting ovarian cancer in its early stages, and women should insist upon having one done with each yearly examination.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
no-context,3QD8LUVX4XFJR47JVXS3CWSHD1RX5G,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,3WQ3B2KGE9XFC31SFG3B8TKTV9V1BU,AQA4AX0RCRPSV,Approved,Wed May 13 16:21:29 PDT 2020,Wed May 13 16:21:37 PDT 2020,Sat May 16 16:21:37 PDT 2020,Wed May 13 18:17:23 PDT 2020,,,8,100% (11/11),100% (5/5),100% (5/5),cancer-marijuana,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,MARIJUANA AND PAIN,https://www.ncbi.nlm.nih.gov/books/NBK224384/,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,"The CA-125 blood test is a reliable method of detecting ovarian cancer in its early stages, and women should insist upon having one done with each yearly examination.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
no-context,3QD8LUVX4XFJR47JVXS3CWSHD1RX5G,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,3Y5140Z9DYXSG3Y06S6IVC64TFMPIW,AITP2LUW8GPB,Approved,Wed May 13 16:42:23 PDT 2020,Wed May 13 16:46:25 PDT 2020,Sat May 16 16:46:25 PDT 2020,Wed May 13 18:17:24 PDT 2020,,,242,100% (15/15),100% (15/15),100% (15/15),cancer-marijuana,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Surprisingly, the researchers found that people who smoked marijuana actually had lower incidences of cancer compared to non-users of the drug.",https://www.mpp.org/marijuana-is-safer/,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,MARIJUANA AND PAIN,https://www.ncbi.nlm.nih.gov/books/NBK224384/,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,"'I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.'",FALSE,"The CA-125 blood test is a reliable method of detecting ovarian cancer in its early stages, and women should insist upon having one done with each yearly examination.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
no-context,3LCXHSGDLTNBR6EDCOFJHIH2BFOSE4,373MH2DFEYI8JMXWKV7BWCX78YNBHX,Verification of Scientific Claims,"Given a scientific claim and some auxiliary data, decide whether the claim is valid or not.","verification, claims, text",$0.10,Wed May 13 16:20:30 PDT 2020,3,BatchId:4036384;OriginalHitTemplateId:928390909;,3600,259200,Wed May 20 16:20:30 PDT 2020,,,35GCEFQ6I65744IN8YXXI46TKWV3ZU,ADO4WN8SKYVYQ,Approved,Wed May 13 16:21:48 PDT 2020,Wed May 13 16:25:49 PDT 2020,Sat May 16 16:25:49 PDT 2020,Wed May 13 18:17:24 PDT 2020,,,241,100% (14/14),100% (14/14),100% (14/14),cancer-marijuana,marijuana smoking is not associated with an increased risk of developing lung cancer.,https://www.mpp.org/marijuana-is-safer/,"Or if a patient had lung cancer and chronic lung disease and wanted to use marijuana, Pergam might suggest that they avoid smoking and use some other method of consuming it.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"There are some small randomized controlled trials not focused on cancer patients indicating that whole plant marijuana can relieve pain, but there is “lower quality evidence” surrounding other uses of whole plant marijuana in cancer patients, such as to reduce nausea and vomiting, increase appetite and improve muscle wasting, the authors say.",https://www.cancertodaymag.org/Pages/cancer-talk/Talking-About-Medical-Marijuana.aspx,"Released in 2006, the study, conducted by Dr. Donald Tashkin at the University of California at Los Angeles, found that marijuana smoking was not associated with an increased risk of developing lung cancer.",https://www.mpp.org/marijuana-is-safer/,Marijuana use and risk of lung cancer: a 40-year cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/23846283,Provider Perspectives on Use of Medical Marijuana in Children With Cancer,https://pediatrics.aappublications.org/content/early/2017/12/08/peds.2017-0559,[Cannabis smoking and lung cancer].,https://www.ncbi.nlm.nih.gov/pubmed/25012035,Studies have proved that having an abortion increases a woman's risk of developing breast cancer.,FALSE,Says abortion increases the risk of breast cancer.,FALSE,Anti-perspirants have been identified as the leading cause of breast cancer.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
